row_id,comune,data_elezioni,check_category,check_name,severity,description,recommended_action
27,Bisceglie,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
28,Bitetto,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
29,Canosa di Puglia,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
30,Cassano Delle Murge,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
31,Castellana Grotte,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
32,Conversano,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
33,Giovinazzo,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
34,Gravina in Puglia,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
35,Grumo Appula,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
36,Locorotondo,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
37,Modugno,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
39,Molfetta,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
40,Monopoli,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
41,Noci,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
42,Noicattaro,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
43,Palo del Colle,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
44,Polignano A Mare,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
45,Santeramo in Colle,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
46,Torito,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
47,Triggiano,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
48,Valenzano,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
49,Brindisi,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
50,Carovigno,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
51,Erchie,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
52,Francavilla Fontana,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
53,Latiano,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
54,Mesagne,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
55,San Pancrazio Salentino,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
56,San Vito Dei Normanni,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
57,Torre Santa Susanna,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
58,Apricena,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
59,Bovino,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
60,Cerignola,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
61,Mattinata,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
62,Orsara di Puglia,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
63,Orta Nova,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
64,San Ferdinando di Puglia,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
65,San Severo,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
66,Serracapriola,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
67,Vico del Gargano,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
68,Vieste,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
69,Alessano,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
70,Alezio,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
71,Calimera,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
72,Carmiano,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
73,Castrignano del Capo,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
74,Collepasso,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
75,Copertino,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
76,Cutrofiano,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
77,Galatone,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
78,Guagnano,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
79,Lecce,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
80,Lequile,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
81,Lizzanello,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
82,Martano,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
83,Melendugno,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
84,Melissano,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
85,Muro Leccese,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
86,Neviano,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
87,Novoli,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
88,Parabita,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
89,Poggiardo,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
90,Ruffano,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
91,Salice Salentino,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
92,Salve,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
93,San Cesario di Lecce,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
94,Scorrano,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
95,Surbo,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
96,Taurisano,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
97,Taviano,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
98,Tuglie,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
99,Crispiano,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
100,Fragagnano,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
101,Grottaglie,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
102,Manduria,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
103,Martina Franca,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
104,Massafra,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
105,Palagiano,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
106,Pulsano,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
107,San Giorgio Ionico,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
108,San Marzano di San Giuseppe,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
109,Taranto,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
1,Poggiorsini,22/11/1970,Vote_accounting,vote_total_mismatch,high,"Votanti does not equal voti_non_validi + schede_bianche + totalevotilista, nor voti_non_validi + totalevotilista. Likely OCR error in one or more fields.",manual_review
2,Soleto,13/06/1971,Vote_accounting,vote_total_mismatch,high,"Votanti does not equal voti_non_validi + schede_bianche + totalevotilista, nor voti_non_validi + totalevotilista. Likely OCR error in one or more fields.",manual_review
3,Surano,22/11/1970,Vote_accounting,vote_total_mismatch,high,"Votanti does not equal voti_non_validi + schede_bianche + totalevotilista, nor voti_non_validi + totalevotilista. Likely OCR error in one or more fields.",manual_review
38,Mola di Bari,07/06/1970,Vote_accounting,vote_total_mismatch,high,"Votanti does not equal voti_non_validi + schede_bianche + totalevotilista, nor voti_non_validi + totalevotilista. Likely OCR error in one or more fields.",manual_review
552,MONTE SANT'ANGELO,11/11/1962,Vote_accounting,vote_total_mismatch,high,"Votanti does not equal voti_non_validi + schede_bianche + totalevotilista, nor voti_non_validi + totalevotilista. Likely OCR error in one or more fields.",manual_review
553,SAN GIOVANNI ROTONDO,11/11/1962,Vote_accounting,vote_total_mismatch,high,"Votanti does not equal voti_non_validi + schede_bianche + totalevotilista, nor voti_non_validi + totalevotilista. Likely OCR error in one or more fields.",manual_review
554,SAN MARCO IN LAMIS,11/11/1962,Vote_accounting,vote_total_mismatch,high,"Votanti does not equal voti_non_validi + schede_bianche + totalevotilista, nor voti_non_validi + totalevotilista. Likely OCR error in one or more fields.",manual_review
555,TRINITAPOLI,11/11/1962,Vote_accounting,vote_total_mismatch,high,"Votanti does not equal voti_non_validi + schede_bianche + totalevotilista, nor voti_non_validi + totalevotilista. Likely OCR error in one or more fields.",manual_review
556,CASABANO,10/06/1962,Vote_accounting,vote_total_mismatch,high,"Votanti does not equal voti_non_validi + schede_bianche + totalevotilista, nor voti_non_validi + totalevotilista. Likely OCR error in one or more fields.",manual_review
557,GALATINA,10/06/1962,Vote_accounting,vote_total_mismatch,high,"Votanti does not equal voti_non_validi + schede_bianche + totalevotilista, nor voti_non_validi + totalevotilista. Likely OCR error in one or more fields.",manual_review
558,MAGLIE,17/11/1963,Vote_accounting,vote_total_mismatch,high,"Votanti does not equal voti_non_validi + schede_bianche + totalevotilista, nor voti_non_validi + totalevotilista. Likely OCR error in one or more fields.",manual_review
559,TREPUZZI,10/06/1962,Vote_accounting,vote_total_mismatch,high,"Votanti does not equal voti_non_validi + schede_bianche + totalevotilista, nor voti_non_validi + totalevotilista. Likely OCR error in one or more fields.",manual_review
560,CASTELLANETA,17/11/1963,Vote_accounting,vote_total_mismatch,high,"Votanti does not equal voti_non_validi + schede_bianche + totalevotilista, nor voti_non_validi + totalevotilista. Likely OCR error in one or more fields.",manual_review
561,MOTTOLA,10/06/1962,Vote_accounting,vote_total_mismatch,high,"Votanti does not equal voti_non_validi + schede_bianche + totalevotilista, nor voti_non_validi + totalevotilista. Likely OCR error in one or more fields.",manual_review
562,SAVA,10/06/1962,Vote_accounting,vote_total_mismatch,high,"Votanti does not equal voti_non_validi + schede_bianche + totalevotilista, nor voti_non_validi + totalevotilista. Likely OCR error in one or more fields.",manual_review
563,ADELFIA,10/06/1962,Vote_accounting,vote_total_mismatch,high,"Votanti does not equal voti_non_validi + schede_bianche + totalevotilista, nor voti_non_validi + totalevotilista. Likely OCR error in one or more fields.",manual_review
564,BARI,10/06/1962,Vote_accounting,vote_total_mismatch,high,"Votanti does not equal voti_non_validi + schede_bianche + totalevotilista, nor voti_non_validi + totalevotilista. Likely OCR error in one or more fields.",manual_review
565,BITONTO,10/06/1962,Vote_accounting,vote_total_mismatch,high,"Votanti does not equal voti_non_validi + schede_bianche + totalevotilista, nor voti_non_validi + totalevotilista. Likely OCR error in one or more fields.",manual_review
566,CANOSA DI PUGLIA,10/06/1962,Vote_accounting,vote_total_mismatch,high,"Votanti does not equal voti_non_validi + schede_bianche + totalevotilista, nor voti_non_validi + totalevotilista. Likely OCR error in one or more fields.",manual_review
567,CORATO,11/11/1962,Vote_accounting,vote_total_mismatch,high,"Votanti does not equal voti_non_validi + schede_bianche + totalevotilista, nor voti_non_validi + totalevotilista. Likely OCR error in one or more fields.",manual_review
568,GIOIA DEL COLLE,10/11/1963,Vote_accounting,vote_total_mismatch,high,"Votanti does not equal voti_non_validi + schede_bianche + totalevotilista, nor voti_non_validi + totalevotilista. Likely OCR error in one or more fields.",manual_review
569,MINERVINO MURGE,11/11/1962,Vote_accounting,vote_total_mismatch,high,"Votanti does not equal voti_non_validi + schede_bianche + totalevotilista, nor voti_non_validi + totalevotilista. Likely OCR error in one or more fields.",manual_review
570,MOLFETTA,10/06/1962,Vote_accounting,vote_total_mismatch,high,"Votanti does not equal voti_non_validi + schede_bianche + totalevotilista, nor voti_non_validi + totalevotilista. Likely OCR error in one or more fields.",manual_review
571,TERLIZZI,10/11/1963,Vote_accounting,vote_total_mismatch,high,"Votanti does not equal voti_non_validi + schede_bianche + totalevotilista, nor voti_non_validi + totalevotilista. Likely OCR error in one or more fields.",manual_review
572,TURI,10/11/1963,Vote_accounting,vote_total_mismatch,high,"Votanti does not equal voti_non_validi + schede_bianche + totalevotilista, nor voti_non_validi + totalevotilista. Likely OCR error in one or more fields.",manual_review
573,CEGLIE MESSAPICO,02/12/1962,Vote_accounting,vote_total_mismatch,high,"Votanti does not equal voti_non_validi + schede_bianche + totalevotilista, nor voti_non_validi + totalevotilista. Likely OCR error in one or more fields.",manual_review
574,CISTERNINO,17/11/1963,Vote_accounting,vote_total_mismatch,high,"Votanti does not equal voti_non_validi + schede_bianche + totalevotilista, nor voti_non_validi + totalevotilista. Likely OCR error in one or more fields.",manual_review
575,OSTUNI,02/12/1962,Vote_accounting,vote_total_mismatch,high,"Votanti does not equal voti_non_validi + schede_bianche + totalevotilista, nor voti_non_validi + totalevotilista. Likely OCR error in one or more fields.",manual_review
576,LUCERA,17/11/1963,Vote_accounting,vote_total_mismatch,high,"Votanti does not equal voti_non_validi + schede_bianche + totalevotilista, nor voti_non_validi + totalevotilista. Likely OCR error in one or more fields.",manual_review
577,MANFREDONIA,10/06/1962,Vote_accounting,vote_total_mismatch,high,"Votanti does not equal voti_non_validi + schede_bianche + totalevotilista, nor voti_non_validi + totalevotilista. Likely OCR error in one or more fields.",manual_review
133,Aradeo,10/06/1951,Seat_accounting,seat_total_mismatch,high,Party seats do not sum to total seats. Likely missing party data for early elections.,manual_review
159,Collepasso,10/06/1951,Seat_accounting,seat_total_mismatch,high,Party seats do not sum to total seats. Likely missing party data for early elections.,manual_review
160,Corigliano d'Otranto,10/06/1951,Seat_accounting,seat_total_mismatch,high,Party seats do not sum to total seats. Likely missing party data for early elections.,manual_review
256,Vico del Gargano,25/05/1952,Seat_accounting,seat_total_mismatch,high,Party seats do not sum to total seats. Likely missing party data for early elections.,manual_review
277,Calimera,27/05/1956,Seat_accounting,seat_total_mismatch,high,Party seats do not sum to total seats. Likely missing party data for early elections.,manual_review
419,Carapelle,06/11/1960,Seat_accounting,seat_total_mismatch,high,Party seats do not sum to total seats. Likely missing party data for early elections.,manual_review
443,Cursi,06/11/1960,Seat_accounting,seat_total_mismatch,high,Party seats do not sum to total seats. Likely missing party data for early elections.,manual_review
262,Brindisi,27/05/1956,Vote_accounting,listvote_total_mismatch,high,Party votes do not sum to total list votes. Likely missing party or OCR error.,manual_review
264,Taranto,27/05/1956,Vote_accounting,listvote_total_mismatch,high,Party votes do not sum to total list votes. Likely missing party or OCR error.,manual_review
319,Montemesola,30/11/1952,Vote_accounting,listvote_total_mismatch,high,Party votes do not sum to total list votes. Likely missing party or OCR error.,manual_review
339,Rignano Garganico,27/05/1956,Vote_accounting,listvote_total_mismatch,high,Party votes do not sum to total list votes. Likely missing party or OCR error.,manual_review
397,Sammichele Di Bari,09/11/1958,Vote_accounting,listvote_total_mismatch,high,Party votes do not sum to total list votes. Likely missing party or OCR error.,manual_review
468,Monteparano,06/11/1960,Vote_accounting,listvote_total_mismatch,high,Party votes do not sum to total list votes. Likely missing party or OCR error.,manual_review
514,Stornarella,06/11/1960,Vote_accounting,listvote_total_mismatch,high,Party votes do not sum to total list votes. Likely missing party or OCR error.,manual_review
574,CISTERNINO,17/11/1963,Vote_accounting,listvote_total_mismatch,high,Party votes do not sum to total list votes. Likely missing party or OCR error.,manual_review
576,LUCERA,17/11/1963,Vote_accounting,listvote_total_mismatch,high,Party votes do not sum to total list votes. Likely missing party or OCR error.,manual_review
110,Adelfia,18/11/1973,Missing,structural_na_ballot_detail,low,Missing voti_non_validi or schede_bianche. Likely not recorded in source document for this election year.,note_structural_missing
111,Casamassima,18/11/1973,Missing,structural_na_ballot_detail,low,Missing voti_non_validi or schede_bianche. Likely not recorded in source document for this election year.,note_structural_missing
112,Sannicandro di Bari,18/11/1973,Missing,structural_na_ballot_detail,low,Missing voti_non_validi or schede_bianche. Likely not recorded in source document for this election year.,note_structural_missing
113,Fasano,18/11/1973,Missing,structural_na_ballot_detail,low,Missing voti_non_validi or schede_bianche. Likely not recorded in source document for this election year.,note_structural_missing
114,San Michele Salentino,18/11/1973,Missing,structural_na_ballot_detail,low,Missing voti_non_validi or schede_bianche. Likely not recorded in source document for this election year.,note_structural_missing
115,Villa Castelli,18/11/1973,Missing,structural_na_ballot_detail,low,Missing voti_non_validi or schede_bianche. Likely not recorded in source document for this election year.,note_structural_missing
116,Cagnano Varano,18/11/1973,Missing,structural_na_ballot_detail,low,Missing voti_non_validi or schede_bianche. Likely not recorded in source document for this election year.,note_structural_missing
117,Margherita di Savoia,18/11/1973,Missing,structural_na_ballot_detail,low,Missing voti_non_validi or schede_bianche. Likely not recorded in source document for this election year.,note_structural_missing
118,Monte Sant'Angelo,18/11/1973,Missing,structural_na_ballot_detail,low,Missing voti_non_validi or schede_bianche. Likely not recorded in source document for this election year.,note_structural_missing
119,San Marco in Lamis,18/11/1973,Missing,structural_na_ballot_detail,low,Missing voti_non_validi or schede_bianche. Likely not recorded in source document for this election year.,note_structural_missing
120,Sannicandro Garganico,18/11/1973,Missing,structural_na_ballot_detail,low,Missing voti_non_validi or schede_bianche. Likely not recorded in source document for this election year.,note_structural_missing
121,San Paolo di Civitate,18/11/1973,Missing,structural_na_ballot_detail,low,Missing voti_non_validi or schede_bianche. Likely not recorded in source document for this election year.,note_structural_missing
122,Alliste,18/11/1973,Missing,structural_na_ballot_detail,low,Missing voti_non_validi or schede_bianche. Likely not recorded in source document for this election year.,note_structural_missing
123,Ruffano,18/11/1973,Missing,structural_na_ballot_detail,low,Missing voti_non_validi or schede_bianche. Likely not recorded in source document for this election year.,note_structural_missing
124,Squinzano,18/11/1973,Missing,structural_na_ballot_detail,low,Missing voti_non_validi or schede_bianche. Likely not recorded in source document for this election year.,note_structural_missing
125,Ginosa,18/11/1973,Missing,structural_na_ballot_detail,low,Missing voti_non_validi or schede_bianche. Likely not recorded in source document for this election year.,note_structural_missing
126,Accadia,23/05/1954,Missing,structural_na_ballot_detail,low,Missing voti_non_validi or schede_bianche. Likely not recorded in source document for this election year.,note_structural_missing
127,Alberona,25/05/1952,Missing,structural_na_ballot_detail,low,Missing voti_non_validi or schede_bianche. Likely not recorded in source document for this election year.,note_structural_missing
128,Alessano,10/06/1951,Missing,structural_na_ballot_detail,low,Missing voti_non_validi or schede_bianche. Likely not recorded in source document for this election year.,note_structural_missing
129,Alezio,10/06/1951,Missing,structural_na_ballot_detail,low,Missing voti_non_validi or schede_bianche. Likely not recorded in source document for this election year.,note_structural_missing
130,Alliste,10/06/1951,Missing,structural_na_ballot_detail,low,Missing voti_non_validi or schede_bianche. Likely not recorded in source document for this election year.,note_structural_missing
131,Andrano,10/06/1951,Missing,structural_na_ballot_detail,low,Missing voti_non_validi or schede_bianche. Likely not recorded in source document for this election year.,note_structural_missing
132,Anzano di Puglia,25/05/1952,Missing,structural_na_ballot_detail,low,Missing voti_non_validi or schede_bianche. Likely not recorded in source document for this election year.,note_structural_missing
